id,name,value,units_of_measurement,timestamp
5624,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18631,Kilobytes,2017-04-22 16:50:53.519 GMT+01:00
5641,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18673,Kilobytes,2017-04-22 16:51:53.538 GMT+01:00
5659,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18716,Kilobytes,2017-04-22 16:52:53.571 GMT+01:00
5676,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18713,Kilobytes,2017-04-22 16:53:53.597 GMT+01:00
5693,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18725,Kilobytes,2017-04-22 16:54:53.615 GMT+01:00
5710,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18745,Kilobytes,2017-04-22 16:55:53.630 GMT+01:00
5728,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18671,Kilobytes,2017-04-22 16:56:53.652 GMT+01:00
5745,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18875,Kilobytes,2017-04-22 16:57:53.677 GMT+01:00
5762,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18779,Kilobytes,2017-04-22 16:58:53.687 GMT+01:00
5779,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18807,Kilobytes,2017-04-22 16:59:53.711 GMT+01:00
5796,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18815,Kilobytes,2017-04-22 17:00:53.717 GMT+01:00
5814,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18871,Kilobytes,2017-04-22 17:01:53.766 GMT+01:00
5831,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18855,Kilobytes,2017-04-22 17:02:53.780 GMT+01:00
5848,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18791,Kilobytes,2017-04-22 17:03:53.789 GMT+01:00
5865,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18783,Kilobytes,2017-04-22 17:04:53.811 GMT+01:00
5882,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18855,Kilobytes,2017-04-22 17:05:53.821 GMT+01:00
5900,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18911,Kilobytes,2017-04-22 17:06:53.864 GMT+01:00
5917,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18855,Kilobytes,2017-04-22 17:07:53.874 GMT+01:00
5934,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18879,Kilobytes,2017-04-22 17:08:53.893 GMT+01:00
5951,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18988,Kilobytes,2017-04-22 17:09:53.931 GMT+01:00
5970,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18349,Kilobytes,2017-04-22 17:11:54.376 GMT+01:00
5987,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18592,Kilobytes,2017-04-22 17:12:54.372 GMT+01:00
6004,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18608,Kilobytes,2017-04-22 17:13:54.392 GMT+01:00
6021,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18688,Kilobytes,2017-04-22 17:14:54.410 GMT+01:00
6038,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18701,Kilobytes,2017-04-22 17:15:54.435 GMT+01:00
6056,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18695,Kilobytes,2017-04-22 17:16:54.443 GMT+01:00
6073,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18716,Kilobytes,2017-04-22 17:17:54.465 GMT+01:00
6090,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18736,Kilobytes,2017-04-22 17:18:54.480 GMT+01:00
6107,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18795,Kilobytes,2017-04-22 17:19:54.508 GMT+01:00
6124,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18726,Kilobytes,2017-04-22 17:20:54.520 GMT+01:00
6141,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18736,Kilobytes,2017-04-22 17:21:54.544 GMT+01:00
6159,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18789,Kilobytes,2017-04-22 17:22:54.580 GMT+01:00
6176,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18801,Kilobytes,2017-04-22 17:23:54.584 GMT+01:00
6193,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18805,Kilobytes,2017-04-22 17:24:54.602 GMT+01:00
6210,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18847,Kilobytes,2017-04-22 17:25:54.625 GMT+01:00
6228,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18735,Kilobytes,2017-04-22 17:26:54.648 GMT+01:00
6245,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18887,Kilobytes,2017-04-22 17:27:54.659 GMT+01:00
6262,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18856,Kilobytes,2017-04-22 17:28:54.678 GMT+01:00
6279,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18864,Kilobytes,2017-04-22 17:29:54.714 GMT+01:00
6296,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18884,Kilobytes,2017-04-22 17:30:54.742 GMT+01:00
6314,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18948,Kilobytes,2017-04-22 17:31:54.727 GMT+01:00
6331,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18926,Kilobytes,2017-04-22 17:32:54.765 GMT+01:00
